Generation; Survival State; Survival Chance; Total Food; Hardiness over Speed; Generosity; Was Generous
91; DIED; 25,64934; 0; 0,09618271; 0,6331125; False
91; SURVIVED; 61,59148; 1; 0,1240169; 0,9194314; False
91; SURVIVED; 61,37516; 1; 0,1100593; 0,6837876; False
91; SURVIVED; 67,40299; 1; 0,3448808; 0,5890197; False
91; SURVIVED; 64,40919; 1; 0,2489175; 0,6883182; False
91; SURVIVED; 61,46287; 1; 0,1158948; 0,7719132; False
91; SURVIVED; 64,43887; 1; 0,2499745; 0,6119193; False
91; SURVIVED; 62,49636; 1; 0,1719368; 1; False
91; SURVIVED; 27,19315; 0; 0,1824598; 0,9319355; False
91; SURVIVED; 71,84064; 1; 0,4681519; 0,7382309; False
91; SURVIVED; 64,00429; 1; 0,2341821; 0,6595049; False
91; SURVIVED; 64,5312; 1; 0,2532435; 1; False
91; SURVIVED; 72,51268; 1; 0,4861122; 0,9144515; False
91; SURVIVED; 69,73802; 1; 0,411191; 0,9847461; False
91; SURVIVED; 61,60894; 1; 0,1250843; 0,5519055; False
91; SURVIVED; 60,93003; 1; 0,07460637; 0,5390617; False
91; SURVIVED; 62,54961; 1; 0,1744161; 0,726884; False
91; SURVIVED; 35,82998; 1; 0,06428283; 0,5605544; False
91; SURVIVED; 62,43907; 1; 0,1692373; 0,8903483; False
91; SURVIVED; 61,71271; 1; 0,1312752; 0,9488864; False
91; SURVIVED; 39,008; 1; 0,2343201; 0,6718313; True
91; SURVIVED; 60,55539; 1; 0,01724781; 0,5588164; False
91; SURVIVED; 44,92049; 0; 0,7102764; 0,9501891; False
91; SURVIVED; 62,16745; 1; 0,1559359; 0,5307695; False
91; SURVIVED; 70,58359; 1; 0,4342953; 0,703926; False
91; SURVIVED; 61,42761; 1; 0,1135804; 0,5305048; False
91; SURVIVED; 68,83333; 1; 0,3860257; 0,5714106; False
91; SURVIVED; 27,93054; 0; 0,213439; 0,8890425; False
92; DIED; 36,53373; 1; 0,1204282; 0,4868487; False
92; DIED; 60,92807; 1; 0,07441702; 0,8496987; False
92; DIED; 30,40048; 0; 0,3000153; 0,7535949; False
92; DIED; 25; 0; 0; 0,472616; False
92; DIED; 25,38307; 0; 0,07327972; 0,5369994; False
92; DIED; 25,25729; 0; 0,05977359; 0,9700255; False
92; DIED; 27,75499; 0; 0,2063823; 0,5165714; False
92; DIED; 62,14017; 1; 0,1545494; 0,9768134; False
92; DIED; 25,47838; 0; 0,08214611; 0,5339245; False
92; DIED; 68,13212; 1; 0,3661; 1; False
92; DIED; 60,97635; 1; 0,07896266; 0,6135899; False
92; DIED; 61,01404; 1; 0,0823509; 0,800055; False
92; DIED; 64,38612; 1; 0,248094; 0,5972157; False
92; DIED; 65,25996; 1; 0,2781518; 0,9423876; False
92; DIED; 60,6749; 1; 0,04409955; 1; False
92; DIED; 70,0519; 1; 0,4198075; 0,8829734; False
92; DIED; 62,32766; 1; 0,1638868; 0,9010407; False
92; DIED; 28,89548; 0; 0,2496167; 0,6631997; False
92; DIED; 25,58248; 0; 0,09092589; 0,4517549; False
92; SURVIVED; 70,088; 1; 0,4207951; 0,5060975; False
92; SURVIVED; 61,59095; 1; 0,1239842; 0,7768853; False
92; SURVIVED; 63,90857; 1; 0,2306051; 0,6060422; False
92; SURVIVED; 61,38124; 1; 0,1104727; 0,6163167; False
92; SURVIVED; 61,79987; 1; 0,1362896; 0,5018822; False
92; SURVIVED; 65,90751; 1; 0,2991794; 0,720762; False
92; SURVIVED; 63,25757; 1; 0,2051274; 0,6615033; True
92; SURVIVED; 62,31152; 1; 0,1630999; 0,9939985; False
92; SURVIVED; 39,08017; 0; 0,5422384; 0,7477045; False
92; SURVIVED; 61,8206; 1; 0,1374596; 0,7391593; False
92; SURVIVED; 62,28654; 1; 0,1618765; 0,6934249; False
92; SURVIVED; 62,99503; 1; 0,1941732; 0,5426007; False
